Unnamed: 0,User-ID,ISBN,Book-Rating
26265,6251,067088300X,0
26270,6251,0671001795,0
26272,6251,0671021001,0
26274,6251,0671038184,0
26277,6251,0671042572,0
26280,6251,0671510053,0
26295,6251,0671894455,0
26303,6251,0679444815,0
26315,6251,0679731148,7
26318,6251,0679744398,0
26319,6251,0679745203,0
26321,6251,067976397X,0
26322,6251,067976402X,8
26332,6251,068484267X,8
26369,6251,0743224574,0
26373,6251,0743418174,0
26397,6251,0786817070,8
26403,6251,0786867647,0
26407,6251,0786868716,0
26411,6251,0786885688,8
26414,6251,080410526X,0
26415,6251,0804105820,0
26416,6251,0804106304,0
26417,6251,080410753X,0
26418,6251,080411109X,0
26419,6251,0804114986,0
26422,6251,080411935X,0
26427,6251,0805063897,0
26441,6251,0812550706,0
26517,6251,0971880107,0
26518,6251,1400031354,0
26519,6251,1400031362,0
26522,6251,1400034779,0
26561,6251,1573229571,0
26710,6323,0316096199,0
26711,6323,0316569321,0
26717,6323,0345313860,6
26719,6323,0345337662,0
26720,6323,0345351525,0
26723,6323,0345380371,0
26724,6323,034538184X,0
26725,6323,034538475X,0
26733,6323,0345427637,0
26739,6323,0380710218,3
26742,6323,0380717018,1
26754,6323,0385424728,6
26756,6323,0385472951,0
26767,6323,0399145087,0
26770,6323,0399146253,0
26784,6323,0440211263,9
26785,6323,0440213290,0
26786,6323,0440213525,6
26792,6323,0446365505,0
26797,6323,0446601241,8
26832,6323,0553284789,6
26839,6323,0553571885,0
26846,6323,0553579606,0
26850,6323,0671004549,0
26857,6323,0671758896,0
26858,6323,0671793489,0
26861,6323,0671867113,0
26887,6323,0804106304,0
27406,6543,0060987103,10
27407,6543,0061009059,8
27409,6543,0061020710,6
27436,6543,0140119906,0
27438,6543,014025448X,8
27439,6543,0140254544,0
27444,6543,014028009X,0
27450,6543,0142000205,0
27453,6543,0142001430,0
27454,6543,0142001740,9
27459,6543,0151008116,0
27466,6543,0312195516,0
27471,6543,0312278586,0
27487,6543,0312966091,0
27493,6543,0312966970,0
27499,6543,0312971346,0
27503,6543,0312976275,0
27506,6543,0312980140,8
27509,6543,0316168688,0
27511,6543,0316602051,0
27513,6543,0316666343,0
27514,6543,0316777722,0
27515,6543,0316777730,0
27523,6543,0345342968,8
27526,6543,0345436911,8
27527,6543,0345438329,0
27530,6543,0345445848,7
27531,6543,0345447840,0
27538,6543,0375412824,0
27552,6543,0375725784,0
27563,6543,0380813815,10
27567,6543,0380977788,0
27577,6543,0385504209,0
27578,6543,0385721420,7
27579,6543,0385722206,6
27580,6543,0385730586,0
27595,6543,0399149155,0
27605,6543,0425192725,8
27608,6543,0440212561,8
27615,6543,0446605484,10
27617,6543,0446610038,9
27618,6543,0446611085,0
27619,6543,0446611212,0
27620,6543,0446612790,0
27628,6543,0451191145,0
27678,6543,0609804138,0
27692,6543,0671001795,0
27695,6543,0671041789,0
27702,6543,0671880314,0
27709,6543,067976397X,7
27720,6543,0688177751,0
27721,6543,0688177859,0
27730,6543,0743227441,0
27745,6543,0767905385,7
27746,6543,0767915054,0
27782,6543,089480829X,0
27792,6543,0971880107,0
27794,6543,1400031346,6
27795,6543,1400031354,7
27796,6543,1400031362,8
27815,6543,1573225789,9
27838,6563,0060199652,8
27839,6563,0060915544,9
27840,6563,0060922532,0
27841,6563,0060928336,0
27842,6563,0060976845,0
27844,6563,0060987103,8
27845,6563,0060987529,8
27848,6563,0061097101,10
27851,6563,0064407667,0
27853,6563,0140244824,0
27857,6563,0140298479,0
27858,6563,014100018X,0
27859,6563,0141000198,0
27866,6563,0312278586,7
27868,6563,0312924801,0
27870,6563,0316096199,0
27871,6563,0316666343,0
27876,6563,0316776963,0
27878,6563,0316780375,0
27879,6563,0316781010,0
27880,6563,034541389X,0
27886,6563,0345465083,0
27892,6563,0375705856,0
27894,6563,0375725784,0
27895,6563,0380002930,0
27897,6563,038079487X,0
27903,6563,0385335482,0
27904,6563,0385335830,7
27905,6563,0385335881,0
27906,6563,0385336179,0
27909,6563,0385484518,10
27910,6563,0385498802,0
27912,6563,0385508042,0
27914,6563,0385730586,0
27922,6563,0439064872,0
27923,6563,0439136369,0
27924,6563,0439139600,9
27925,6563,043935806X,10
27926,6563,0440122090,0
27931,6563,0440211263,0
27932,6563,0440211727,10
27934,6563,0440213525,9
27935,6563,0440214041,0
27936,6563,044022103X,0
27937,6563,0440221595,0
27938,6563,0440224594,9
27939,6563,0440226430,9
27941,6563,0446360589,0
27942,6563,0446394521,0
27944,6563,0446516538,0
27949,6563,0446603929,0
27951,6563,0446608955,0
27952,6563,0446609323,0
27954,6563,0446613266,9
27955,6563,0446672211,0
27956,6563,0446675059,8
27960,6563,0451203771,0
27984,6563,059035342X,8
27985,6563,0609804138,0
27990,6563,0671021001,2
27998,6563,0671693816,7
28009,6563,0684872153,1
28018,6563,0743225406,0
28020,6563,0743418174,9
28023,6563,0767900383,3
28025,6563,0786866586,0
28026,6563,0786867647,0
28027,6563,0786868716,10
28028,6563,0786881852,8
28031,6563,080411918X,0
28037,6563,0871136791,0
28041,6563,1400031346,8
28140,6575,0060173289,0
28143,6575,0060502258,8
28147,6575,0060915544,0
28148,6575,0060916508,0
28155,6575,0060928336,8
28161,6575,0060934417,9
28163,6575,0060938455,0
28164,6575,0060958022,0
28171,6575,0060976845,0
28174,6575,0060987103,9
28175,6575,0060987561,0
28176,6575,0061009059,0
28181,6575,0070212570,0
28200,6575,0140179836,0
28204,6575,0140244824,0
28206,6575,0140254544,0
28209,6575,014028009X,4
28213,6575,0140293248,8
28214,6575,014029628X,7
28216,6575,0140298479,6
28220,6575,0141000198,4
28221,6575,0142001430,0
28222,6575,0142001740,8
28247,6575,0312144075,9
28253,6575,0312195516,8
28255,6575,0312243022,7
28258,6575,0312265859,0
28259,6575,0312265867,9
28260,6575,0312278586,0
28262,6575,0312282990,9
28267,6575,0312421273,0
28268,6575,0312966091,0
28270,6575,0312966970,9
28271,6575,0312971346,0
28273,6575,0312976275,0
28274,6575,0312980140,9
28275,6575,0312980159,0
28276,6575,0312983271,0
28277,6575,031298328X,0
28278,6575,0312983867,0
28281,6575,0312990456,9
28285,6575,0316569321,0
28286,6575,0316601950,0
28287,6575,0316666343,0
28289,6575,0316776963,8
28290,6575,0316777722,9
28292,6575,0316781010,0
28293,6575,0316781266,0
28294,6575,0316782505,0
28309,6575,034536676X,7
28310,6575,0345370805,0
28317,6575,0345391802,8
28321,6575,0345404114,0
28323,6575,0345413350,5
28330,6575,0345435168,0
28343,6575,0374129983,0
28348,6575,0375412824,0
28356,6575,0375502238,7
28359,6575,0375700757,0
28361,6575,0375702709,0
28362,6575,0375703861,0
28365,6575,0375705856,8
28366,6575,0375706410,9
28367,6575,0375706771,7
28368,6575,0375707972,0
28374,6575,0375725784,7
28376,6575,0375727345,0
28380,6575,0375760911,7
28381,6575,0380002930,4
28390,6575,0380730138,0
28397,6575,0380789035,0
28408,6575,0380977788,9
28410,6575,0385265700,0
28416,6575,038533334X,4
28420,6575,0385335482,5
28422,6575,038542017X,0
28426,6575,0385484518,6
28434,6575,0385498802,0
28436,6575,0385504209,0
28437,6575,0385720106,7
28439,6575,038572179X,0
28440,6575,0385722206,9
28456,6575,0399146431,0
28464,6575,042511774X,0
28465,6575,042513699X,5
28468,6575,0425169863,0
28472,6575,0425178102,0
28476,6575,043935806X,0
28482,6575,0440212561,0
28483,6575,0440213525,0
28484,6575,0440214041,0
28485,6575,044022103X,0
28488,6575,0440222656,0
28489,6575,0440226430,0
28490,6575,0440235162,0
28491,6575,0440236673,0
28498,6575,0446394521,0
28500,6575,0446516538,0
28501,6575,044651862X,0
28508,6575,0446604666,7
28509,6575,0446606812,2
28511,6575,0446612545,0
28512,6575,0446670251,0
28513,6575,0446672211,8
28514,6575,0446675059,0
28522,6575,0449005615,0
28534,6575,0449223612,0
28536,6575,0449907481,0
28541,6575,0449910237,0
28548,6575,0451163966,8
28564,6575,0452269571,0
28571,6575,0452282152,6
28573,6575,0452282829,0
28574,6575,0452283205,0
28578,6575,0515127833,0
28579,6575,0515130389,0
28593,6575,0553268880,0
28595,6575,0553275976,0
28596,6575,0553279912,7
28607,6575,0553569155,0
28609,6575,0553580930,0
28610,6575,0553582135,0
28618,6575,0609804138,8
28630,6575,0670880728,0
28632,6575,0671001795,9
28633,6575,0671003755,0
28642,6575,0671510053,0
28663,6575,0679429220,6
28681,6575,0679731148,7
28682,6575,0679731725,0
28685,6575,0679734775,0
28687,6575,0679735909,0
28694,6575,0679744398,0
28695,6575,0679745203,8
28697,6575,0679746048,9
28707,6575,067976402X,7
28711,6575,0679772677,0
28713,6575,0679781587,9
28731,6575,068484267X,9
28732,6575,068484477X,0
28737,6575,0684867621,0
28739,6575,0684874350,0
28755,6575,0743227441,7
28757,6575,0743237188,0
28759,6575,0743418174,0
28781,6575,0786866586,0
28782,6575,0786881852,0
28790,6575,0802130208,0
28796,6575,080410526X,5
28797,6575,0804106304,9
28798,6575,080410753X,8
28801,6575,080411109X,0
28802,6575,0804111359,2
28804,6575,0804115761,0
28806,6575,080411868X,0
28807,6575,080411918X,0
28811,6575,0805063897,0
28878,6575,140003065X,0
28879,6575,1400031346,9
28880,6575,1400031354,9
28881,6575,1400031362,0
28882,6575,1400034779,9
28891,6575,1558744630,0
28912,6575,1573225789,0
28917,6575,1573229326,0
30451,7158,0060915544,0
30452,7158,0060976845,0
30461,7158,0142000205,9
30462,7158,0151008116,0
30478,7158,0312305060,0
30479,7158,031242227X,0
30485,7158,0316096199,0
30487,7158,0316168688,8
30489,7158,0316666009,0
30490,7158,0316666343,0
30491,7158,0316693235,5
30493,7158,0316780375,0
30495,7158,0316781266,0
30497,7158,0345378490,0
30498,7158,0345391802,0
30530,7158,0375502238,4
30531,7158,0375506039,0
30534,7158,0375703055,0
30535,7158,0375707972,0
30538,7158,0380730138,0
30543,7158,038529929X,0
30556,7158,0385511612,0
30558,7158,0385721420,0
30559,7158,0385730586,0
30566,7158,0425107469,0
30567,7158,042511774X,0
30570,7158,0425132951,0
30571,7158,042513525X,0
30574,7158,0425153975,0
30583,7158,0440211263,0
30588,7158,0440226104,7
30589,7158,0440235162,0
30593,7158,0446520802,10
30596,7158,0446531332,0
30600,7158,0446605239,10
30601,7158,0446605484,8
30602,7158,0446608955,9
30603,7158,0446609404,0
30604,7158,0446610399,9
30605,7158,0446611085,8
30606,7158,0446611212,0
30608,7158,0446612545,0
30610,7158,0446672211,8
30614,7158,0451170385,0
30615,7158,0451180232,0
30626,7158,0452282195,0
30627,7158,0452282829,0
30631,7158,0515127833,0
30651,7158,0553274295,0
30661,7158,0553582747,8
30662,7158,0553582755,0
30669,7158,0609610597,0
30673,7158,0670894184,0
30675,7158,067100042X,6
30676,7158,0671003755,0
30677,7158,0671004530,0
30678,7158,0671004549,0
30681,7158,0671038184,8
30682,7158,0671510053,9
30704,7158,0679735771,0
30705,7158,0679746048,0
30710,7158,0684867621,0
30715,7158,0743206045,0
30717,7158,0743211375,0
30720,7158,0743224574,0
30726,7158,0743411250,0
30732,7158,0743418174,0
30734,7158,074343627X,1
30796,7158,0971880107,0
30813,7158,1551668998,0
30817,7158,155874262X,7
31134,7286,0060915544,0
31135,7286,0060928336,0
31162,7286,0345342968,10
31164,7286,034538475X,0
31174,7286,0385722206,0
31185,7286,0399501487,10
31250,7286,0679781587,0
31256,7286,068484267X,0
31315,7286,089480829X,7
31332,7286,0971880107,0
31501,7346,0060096195,8
31503,7346,006016848X,0
31514,7346,0060928336,0
31515,7346,0060930535,0
31516,7346,0060934417,0
31525,7346,0060977493,0
31526,7346,0060987103,7
31527,7346,0060987529,0
31530,7346,0061009059,0
31531,7346,006101351X,0
31533,7346,0061020710,0
31548,7346,0064400557,0
31551,7346,0064407667,0
31555,7346,0064472272,6
31561,7346,0140092323,0
31562,7346,0140119906,0
31568,7346,014025448X,0
31569,7346,0140254544,8
31571,7346,0140293248,0
31572,7346,014029628X,8
31586,7346,014100018X,0
31611,7346,0312265867,6
31613,7346,0312282990,0
31615,7346,0312291639,0
31620,7346,0312924585,9
31626,7346,0312966970,8
